DepartmentKey,Address,City,County,DepartmentName,DepartmentSpecialty,DepartmentType,PostalCode,CensusTract
7970,2526 W 15 AVE,EMPORIA,LYON,"TOPEKA EAR, NOSE AND THROAT - EMPORIA",,,66801,20111000300.0
7971,6730 SW MISSION VIEW DRIVE,TOPEKA,SHAWNEE,TOPEKA OB/GYN (WEST),,,66614,20177003603.0
7972,634 SW MULVANE SUITE 209,TOPEKA,SHAWNEE,TOPEKA OB/GYN ASSOCIATES,,,66604,20177003603.0
7973,1500 SW 10TH ST,TOPEKA,SHAWNEE,TOPEKA PATHOLOGY GROUP,,,66604,20177003603.0
7974,6750 SW 29TH ST,TOPEKA,SHAWNEE,"TOPEKA PEDIATRICS, PA",,,66614,20177003603.0
7975,3630 FAIRLAWN RD,TOPEKA,SHAWNEE,TOPEKA SURGERY CENTER,,,66610,20177003605.0
7976,3630 FAIRLAWN RD,TOPEKA,SHAWNEE,TOPEKA SURGERY CENTER (AND GENSTLER EYE CENTER),,,66610,20177003605.0
7977,1516 SW 6TH,TOPEKA,SHAWNEE,TOPEKA UROLOGY CLINIC,,,66606,20177000500.0
7978,Attn: Phil Salazer MS T-115A,TOPEKA,SHAWNEE,VA HOSPITAL,,,66622,20177001601.0
7979,330 SW OAKLEY,TOPEKA,SHAWNEE,VALEO BEHAVIORAL HEALTH CARE CSS,,,66606,20177000500.0
7980,1800 SE 21ST ST,TOPEKA,SHAWNEE,"VISITING NURSES CYNTHIA LEWIS, CEO",,,66607,20177003901.0
7981,215 KANSAS,ALMA,WABAUNSEE,WABAUNSEE COUNTY HEALTH DEPARTMENT,,,66401,20197983100.0
7982,619 SW CORPORATE VIEW,TOPEKA,SHAWNEE,WASHBURN SURGERY CENTER,,,66615,20177003601.0
7983,1700 COLLEGE,TOPEKA,SHAWNEE,WASHBURN UNIVERSITY STUDENT HEALTH,,,66601,20177004000.0
7984,929 MULVANE,TOPEKA,SHAWNEE,WOMENS HEART ADVANTAGE,,,66604,20177003603.0
7985,3520 SW 6TH ST SUITE B,TOPEKA,SHAWNEE,WOUND CARE CENTER - SV,,,66606,20177000500.0
7986,Barb Weybrew  Financial Management 3rd & MacVicar,Topeka,*Unspecified,SAFETY/EMPLOYEE HEALTH,,,66604,20177003603.0
7987,3415 SW 6TH AVE,TOPEKA,*Unspecified,CELEBRATION VILLA OF HEARTHSTONE EAST,,,66606,20177000500.0
7988,3515 SW 6TH AVE,TOPEKA,*Unspecified,CELEBRATION VILLA OF HEARTHSTONE WEST,,,66606,20177000500.0
7989,2231 SW WANAMAKER RD,TOPEKA,SHAWNEE,HEARTLAND HOSPICE,,,66614,20177003603.0
7990,1500 SW 10th St,TOPEKA,SHAWNEE,LAB CORP OF AMERICA,,,66604,20177003603.0
7991,618 SW Oakley Ave,TOPEKA,SHAWNEE,OAKLEY PLACE #2,,,66606,20177000500.0
7992,4101 SW Martin Drive,TOPEKA,SHAWNEE,PATHWAYS FAMILY SERVICES,,,66609,20177002800.0
7993,1101 SW 29th St,TOPEKA,SHAWNEE,ST FRANCIS HEALTH CENTER AT BREWSTER PLACE,,,66611,20177002800.0
7994,6730 SW 29th St,TOPEKA,SHAWNEE,ST FRANCIS SFPC - DIABETES MANAGEMENT CENTER,,,66614,20177003603.0
7995,1931 SW Arvonia Place,TOPEKA,SHAWNEE,LEGEND SENIOR LIVING AT CAPITOL RIDGE,,,66615,20177003601.0
7996,3310 SE 29th St Ste 300,TOPEKA,SHAWNEE,ST FRANCIS AT LAKE SHAWNEE,,,66605,20177003001.0
7997,747 NW WALNUT LN,TOPEKA,SHAWNEE,AUTUMN HOME PLUS,,,66617,20177003301.0
7998,,,*Unspecified,CENTRAL CARE PA,,,,
7999,2401 GILLHAM RD,KANSAS CITY,JACKSON,CHILDRENS MERCY HOSPITAL,,,64108,29095004100.0
8000,,,*Unspecified,CANCER CENTER OF KANSAS,,,,
8001,2201 SW 29TH ST,TOPEKA,SHAWNEE,"CONSOLE, DAVID A MD",,,66611,20177002800.0
8002,5847 SW 29TH ST,TOPEKA,SHAWNEE,"HATCHER, ELIZABETH MD, PHD",,,66614,20177003603.0
8003,1110 COLUMBINE DR,HOLTON,JACKSON,HOLTON COMMUNITY HOSPITAL - HOLTON FAMILY MEDICINE,,,66436,20085982600.0
8004,1603 W 4TH ST,HOLTON,JACKSON,HOLTON FAMILY HEALTH CLINIC,,,66436,20085982600.0
8005,2200 SW 6TH AVE,TOPEKA,SHAWNEE,KANSAS MEDICAL CLINIC PA,,,66606,20177000500.0
8006,10777 NALL AVE STE 200,OVERLAND PARK,JOHNSON,KANSAS UNIVERSITY WOMENS HEALTH - CENTER FOR ADVANCED REPRODUCTIVE MEDICINE,,,66212,20091051905.0
8007,3901 RAINBOW BLVD,KANSAS CITY,WYANDOTTE,KANSAS UNIVERSITY MEDICAL CENTER,,,66160,20209045200.0
8008,4201 ANDERSON AVE BLDG C,MANHATTAN,RILEY,NORTHEAST KANSAS FACIAL PLASTIC ENT & PULMONOLOGY,,,66503,20161000600.0
8009,1640 CHARLES PL STE 103,MANHATTAN,RILEY,MANHATTAN DERMATOLOGY PA,,,66502,20161000900.0
8010,4011 SW 29TH ST,TOPEKA,SHAWNEE,MED ASSIST PA,,,66614,20177003603.0
8011,2840 SW URISH RD,TOPEKA,SHAWNEE,OPTIMUM HEALTH FAMILY PRACTICE,,,66614,20177003603.0
8012,1303 SW FIRST AMERICAN PLACE,TOPEKA,SHAWNEE,RADIOLOGY AND NUCLEAR MEDICINE,,,66604,20177003603.0
8013,6001 SW 6TH AVE STE 220,TOPEKA,SHAWNEE,ST FRANCIS HEALTH CENTER GENERAL VASCULAR AND BARIATRIC SURGERY AT TALLGRASS,,,66615,20177003601.0
8014,6001 SW 6TH AVE,TOPEKA,SHAWNEE,ST FRANCIS HEALTH CENTER HEART AND VASCULAR,,,66615,20177003601.0
8015,,,*Unspecified,ST LUKES HEALTH SYSTEM,,,,
8016,9300 E 29TH ST STE 102,WICHITA,SEDGWICK,THE CENTER FOR REPRODUCTIVE MEDICIN,,,67226,20173010104.0
8017,1620 CHARLES PL,MANHATTAN,RILEY,THE WOMENS HEALTH GROUP PA,,,66502,20161000900.0
8018,631 HORNE STE 420,TOPEKA,SHAWNEE,TOPEKA NEUROLOGY AT ST FRANCIS,,,66606,20177000500.0
8019,590 Industrial Trwy,ROSSVILLE,SHAWNEE,OAKLEY PLACE OF ROSSVILLE,,,66533,20085982800.0
8020,206 GRAND AVENUE,ST MARYS,POTTAWATOMIE,ST. MARYS HEALTH CENTER-TOXICOLOGY,,,66536,20085082800.0
8021,Barb Weybrew Financial Management 3rd & MacVicar,TOPEKA,SHAWNEE,EMPORIA WORKCARE,,,66604,20177003603.0
8022,Barb Weybrew Financial Management 3rd & MacVicar,TOPEKA,SHAWNEE,STORMONT VAIL SAFETY/EMPLOYEE HEALTH,,,66604,20177003603.0
8023,Barb Weybrew Financial Management 3rd & MacVicar,TOPEKA,SHAWNEE,STORMONT-VAIL HUMAN RESOURCES/EMPLOYEE HEALTH,,,66604,20177003603.0
8024,515 SW Horne St Suite 102,TOPEKA,SHAWNEE,PELVIC HEALTH SPECIALIST (CATHY DAHL DO),,,66606,20177000500.0
8025,6300 SW 6th Ave,TOPEKA,SHAWNEE,THE HEALTHCARE RESORT OF TOPEKA,,,66615,20177003601.0
8026,Financial Management 3rd & MacVicar 1500 SW 10th Ave,TOPEKA,SHAWNEE,INFECTION PREVENTION AND CONTROL - NICU,,,66604,20177003603.0
8027,,,*Unspecified,EMPORIA WORKCARE - TOXICOLOGY,,,,
8028,5227 SE 77th St,Berryton,*Unspecified,PRAIRIE WIND SENIOR LIVING,,,66409,20177003901.0
8029,2600 SW East Circle Drive,TOPEKA,SHAWNEE,SHAWNEE COUNTY LOCAL HEALTH DEPT,,,66604,20177003603.0
8030,1615 SW 8th Avenue,TOPEKA,SHAWNEE,GRACEMED CAPITOL FAMILY CLINIC,,,66604,20177003603.0
8031,2025 SE California Avenue,TOPEKA,SHAWNEE,GRACEMED HIGHLAND PARK FAMILY CLINIC,,,66607,20177003901.0
8032,"227 Blue Earth Place, Suite 209",MANHATTAN,RILEY,QUANTUM HEALTH & WELLNESS,,,66502,20161000900.0
8033,6300 SW 6th Ave,TOPEKA,SHAWNEE,THE HEALTHCARE RESORT OF TOPEKA ASSISTED LIVING,,,66615,20177003601.0
8034,Barb Weybrew Financial Management 3rd & MacVicar,TOPEKA,SHAWNEE,KU DIET AND EXERCISE RESEARCH,,,66604,20177003603.0
8035,2107 Frontage Rd,HOLTON,JACKSON,"HEARTLAND VETERINARY HEALTH CENTER, LLC",,,66436,20085982600.0
8036,1100 SW Wanamaker Suite 103,TOPEKA,SHAWNEE,NEW HEALTH AND ANTI-AGING CLINIC,,,66604,20177003603.0
8037,5375 SW 7th Suite 600,TOPEKA,SHAWNEE,ANGELS CARE HOME HEALTH - TOPEKA,,,66606,20177000500.0
8038,1600 Community Dr,SENECA,NEMAHA,NEMAHA HEALTH FAIR,,,66538,20131480300.0
8039,1709 SW Medford Ave Suite 100,TOPEKA,SHAWNEE,KAW VALLEY PARAMEDICAL SERVICES,,,66604,20177003603.0
8040,"1000 SW Jackson, Suite 075",TOPEKA,SHAWNEE,KDHE BUREAU OF EPIDEMIOLOGY AND PUBLIC HEALTH INFORMATICS,,,66612,20177000500.0
8041,15529 College Blvd,LENEXA,JOHNSON,BRIOVARX INFUSION SERVICES,,,66219,20091052501.0
8042,,,*Unspecified,COMPETENCY TESTING,,,,
8043,2955 SW Wanamaker Dr Suite B,TOPEKA,SHAWNEE,GATELEY PODIATRY,,,66614,20177003603.0
8044,634 SW Mulvane St Suite 300,TOPEKA,SHAWNEE,TOPEKA DIALYSIS CENTER (DAVITA INC),,,66606,20177000500.0
8045,634 SW MULVANE ST SUITE 300,TOPEKA,SHAWNEE,TOPEKA DIALYSIS AT HOME & PD (DAVITA INC),,,66609,20177002800.0
8046,3711 SW WANAMAKER RD,TOPEKA,SHAWNEE,WANAMAKER DIALYSIS (DAVITA INC),,,66610,20177003605.0
8047,1402 SW Lancaster St,TOPEKA,SHAWNEE,HILLSDALE PLACE LLC,,,66604,20177003603.0
8048,"634 Mulvane, Suite 106",Topeka,*Unspecified,"HOHERZ, DAVID MD",,,66606,20177000500.0
8049,104 E 8TH AVE,EMPORIA,LYON,MENTAL HEALTH CENTER OF EAST CENTRAL KANSAS,,,66801,20111000300.0
8050,1360 Walnut St,Oskaloosa,*Unspecified,JEFFERSON COUNTY PRISON,,,66066,20087020300.0
8051,Accounts Payable c/o Angela Rumbley,Topeka,*Unspecified,KANSAS REHAB HOSPITAL - EAST,,,66606,20177000500.0
8052,2410 SW URISH RD,TOPEKA,SHAWNEE,ROLLING HILLS ASST LIVING,,,66614,20177003603.0
8053,"1115 MAIN, PO BOX 247",SABETHA,NEMAHA,SABETHA FAMILY PRACTICE,,,66534,20131980100.0
8054,2113 SW GAGE BLVD,TOPEKA,SHAWNEE,SHAWNEE ANIMAL HEALTH,,,66614,20177003603.0
8055,1500 SW 10th Ave,Topeka,SHAWNEE,Interactive Health,,,66604,20177003603.0
8056,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
8057,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
8058,2200 Harvard Road Suite B,LAWRENCE,DOUGLAS,LAWRENCE DLC,Endocrinology,,66049,20045000702.0
8059,2660 SW 3rd Street,TOPEKA,SHAWNEE,KANZA PAIN MANAGEMENT,Pain Medicine,,66606,20177000500.0
8060,2945 SW Wanamaker Dr Suite B,TOPEKA,SHAWNEE,PHOENIX HOME CARE & HOSPICE,,,66614,20177003603.0
8061,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
8062,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
8063,4304 SW 17th,Topeka,*Unspecified,TAMMY THE PRO HOME PLUS,,,66604,20177003603.0
8064,2824 SW Mulvane St,TOPEKA,SHAWNEE,WINTER MEADOW HOMES NORTH,,,66611,20177002800.0
8065,13450 S Topeka Ave,CARBONDALE,OSAGE,WINTER MEADOW HOMES - CARBONDALE,,,66414,20139010100.0
8066,2832 SW Mulvane St,TOPEKA,SHAWNEE,WINTER MEADOW HOMES SOUTH,,,66611,20177002800.0
8067,,,*Unspecified,NICOLAE,*Unspecified,,,
8068,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
8069,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
8070,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
8071,,,*Unspecified,*Unspecified,*Unspecified,*Unspecified,,
8072,,,*Unspecified,*Unspecified,*Unspecified,*Unspecified,,
8073,,,*Unspecified,*Unspecified,*Unspecified,*Unspecified,,
8074,,,*Unspecified,*Unspecified,*Unspecified,*Unspecified,,
8075,,,*Unspecified,*Unspecified,*Unspecified,*Unspecified,,
8076,,,*Unspecified,*Unspecified,*Unspecified,*Unspecified,,
8077,,,*Unspecified,*Unspecified,*Unspecified,*Unspecified,,
8078,,,*Unspecified,*Unspecified,*Unspecified,*Unspecified,,
8079,,,*Unspecified,*Unspecified,*Unspecified,*Unspecified,,
8080,,,*Unspecified,*Unspecified,*Unspecified,*Unspecified,,
8081,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
8082,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
8083,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
8084,,,*Unspecified,*Unspecified,*Unspecified,*Unspecified,,
8085,4505 NW Fielding Rd,TOPEKA,SHAWNEE,OP THERAPY N FIELDING,Physical Therapy,,66618,20177000700.0
8086,,,*Unspecified,*Unspecified,*Unspecified,*Unspecified,,
8087,4712 Sw 6th St,TOPEKA,SHAWNEE,PRESBYTERIAN MANOR - CEDAR VIEW,,,66606,20177000500.0
8088,1201 W 12th Ave,EMPORIA,LYON,NEWMAN REGIONAL HEALTH,,,66801,20111000300.0
8089,1133 College Ave Suite 110,MANHATTAN,RILEY,MANHATTAN PLASTIC SURG,Plastic Surgery,,66502-2813,
8090,1133 College Ave Bldg E Suite 210,MANHATTAN,RILEY,MANHATTAN ANTI COAG,Cardiology,,66502,20161000900.0
8091,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
8092,1 Medical Center Blvd,WINSTON SALEM,FORSYTH,WAKE FOREST MEDICAL CENTER,,,27157,37067001000.0
8093,1500 SW 10th Ave,Topeka,SHAWNEE,CRITICAL CARE-2SOUTH,*Unspecified,ICU,66604,20177003603.0
8094,1500 SW 10th Ave,Topeka,SHAWNEE,CRITICAL CARE-2SOUTH,*Unspecified,ICU,66604,20177003603.0
8095,1500 SW 10th Ave,Topeka,SHAWNEE,CRITICAL CARE-2SOUTH,*Unspecified,ICU,66604,20177003603.0
8096,1500 SW 10th Ave,Topeka,SHAWNEE,CRITICAL CARE-2SOUTH,*Unspecified,ICU,66604,20177003603.0
8097,1205 SW 29th St,TOPEKA,SHAWNEE,BREWSTER HOME HEALTH,,,66611,20177002800.0
8098,1001 SW 29th St,TOPEKA,SHAWNEE,BREWSTER HEALTH CENTER - REHABILITATION,,,66611,20177002800.0
8099,1001 SW 29th St,TOPEKA,SHAWNEE,BREWSTER HEALTH CENTER - EAGLE RIDGE,,,66611,20177002800.0
8100,1001 SW 29th St,TOPEKA,SHAWNEE,BREWSTER HEALTH CENTER - MEADOWLARK,,,66611,20177002800.0
8101,1001 SW 29th St,TOPEKA,SHAWNEE,BREWSTER HEALTH CENTER - SUNFLOWER,,,66611,20177002800.0
8102,,,*Unspecified,UTILIZATION REVIEW,Case Management,,,
8103,,,*Unspecified,*Unspecified,*Unspecified,*Unspecified,,
8104,112 SW 6th Ave. Suite 505,TOPEKA,SHAWNEE,GONZALEZ IRIS MD,,,66603,20177000600.0
8105,1500 SW 10th Ave,Topeka,SHAWNEE,5 NORTH,*Unspecified,,66604,20177003603.0
8106,1500 SW 10th Ave,Topeka,SHAWNEE,5 NORTH,*Unspecified,,66604,20177003603.0
8107,2200 Harvard Road Suite B,Lawrence,DOUGLAS,LAWRENCE ALLERGY,Allergy,,66049,20045000702.0
8108,,,,,,,,
8109,,,*Unspecified,*Unspecified,*Unspecified,*Unspecified,,
8110,2721 SE 10th St,TOPEKA,SHAWNEE,PINE RIDGE FAMILY HEALTH CENTER,,,66607,20177003901.0
8111,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
8112,,,*Unspecified,901 FAM PRAC CARE MGMT,*Unspecified,,,
8113,,,*Unspecified,NORTH FIELD CARE MGMT,Internal Medicine,,,
8114,1500 SW 10th Ave,TOPEKA,SHAWNEE,SVCO1 VIRTUAL TESTING,*Unspecified,,66604,20177003603.0
8115,1500 SW 10th Ave,TOPEKA,SHAWNEE,SVCO1 VIRTUAL TESTING,*Unspecified,,66604,20177003603.0
8116,1500 SW 10th Ave,TOPEKA,SHAWNEE,SVCO1 VIRTUAL TESTING,*Unspecified,,66604,20177003603.0
8117,1500 SW 10th Ave,TOPEKA,SHAWNEE,SVCO1 VIRTUAL TESTING,*Unspecified,,66604,20177003603.0
8118,1500 SW 10th Ave,TOPEKA,SHAWNEE,SVCO1 VIRTUAL TESTING,*Unspecified,,66604,20177003603.0
8119,1500 SW 10th Ave,TOPEKA,SHAWNEE,SVCO1 VIRTUAL TESTING,*Unspecified,,66604,20177003603.0
8120,1500 SW 10th Ave,TOPEKA,SHAWNEE,SVCO1 VIRTUAL TESTING,*Unspecified,,66604,20177003603.0
8121,1500 SW 10th Ave,TOPEKA,SHAWNEE,SVCO1 VIRTUAL TESTING,*Unspecified,,66604,20177003603.0
8122,1500 SW 10th Ave,TOPEKA,SHAWNEE,SVCO1 VIRTUAL TESTING,*Unspecified,,66604,20177003603.0
8123,1500 SW 10th Ave,TOPEKA,SHAWNEE,SVCO1 VIRTUAL TESTING,*Unspecified,,66604,20177003603.0
8124,1500 SW 10th Ave,TOPEKA,SHAWNEE,SVCO1 VIRTUAL TESTING,*Unspecified,,66604,20177003603.0
8125,1301 W 12th,EMPORIA,LYON,EMPORIA DLC,Endocrinology,,66801,20111000300.0
8126,1133 College Ave Suite E210,MANHATTAN,RILEY,MANHATTAN DLC,Endocrinology,,66502-2814,
8127,,,*Unspecified,ENDOCRINE CARE MGNT,*Unspecified,,,
8128,,,*Unspecified,HRT FAILURE CARE MGNT,*Unspecified,,,
8129,,,*Unspecified,COPD CARE MGNT,*Unspecified,,,
8130,,,*Unspecified,PEDIATRIC CARE MGNT,*Unspecified,,,
8131,823 SW Mulvane Ste 101,Topeka,SHAWNEE,SV PAIN X-RAY,Radiology,HOD,66606,20177000500.0
8132,823 SW Mulvane Ste 101,TOPEKA,SHAWNEE,,,,66606,20177000500.0
8133,823 SW Mulvane Ste 101,Topeka,SHAWNEE,PAIN CLINIC,Pain Medicine,HOD,66606,20177000500.0
8134,823 SW Mulvane Ste 101,Topeka,SHAWNEE,PAIN CLINIC,Pain Medicine,HOD,66606,20177000500.0
8135,823 SW Mulvane Ste 101,Topeka,SHAWNEE,PAIN CLINIC,Pain Medicine,HOD,66606,20177000500.0
8136,823 SW Mulvane Ste 101,Topeka,SHAWNEE,PAIN CLINIC,Pain Medicine,HOD,66606,20177000500.0
8137,823 SW Mulvane Ste 101,Topeka,SHAWNEE,PAIN CLINIC,Pain Medicine,HOD,66606,20177000500.0
8138,823 SW Mulvane Ste 101,Topeka,SHAWNEE,PAIN CLINIC,Pain Medicine,HOD,66606,20177000500.0
8139,823 SW Mulvane Ste 101,Topeka,SHAWNEE,PAIN CLINIC,Pain Medicine,HOD,66606,20177000500.0
8140,823 SW Mulvane Ste 101,Topeka,SHAWNEE,PAIN CLINIC,Pain Medicine,HOD,66606,20177000500.0
8141,823 SW Mulvane Ste 101,Topeka,SHAWNEE,PAIN CLINIC,Pain Medicine,HOD,66606,20177000500.0
8142,823 SW Mulvane Ste 101,Topeka,SHAWNEE,PAIN CLINIC,Pain Medicine,HOD,66606,20177000500.0
8143,823 SW Mulvane Ste 101,Topeka,SHAWNEE,PAIN CLINIC,Pain Medicine,HOD,66606,20177000500.0
8144,823 SW Mulvane Ste 101,Topeka,SHAWNEE,PAIN CLINIC,Pain Medicine,HOD,66606,20177000500.0
8145,823 SW Mulvane Ste 101,Topeka,SHAWNEE,PAIN CLINIC,Pain Medicine,HOD,66606,20177000500.0
8146,823 SW Mulvane St,TOPEKA,SHAWNEE,823 PAIN MANAGEMENT,Pain Medicine,,66606,20177000500.0
8147,823 SW Mulvane Ste 101,Topeka,SHAWNEE,PAIN CLINIC,Pain Medicine,HOD,66606,20177000500.0
8148,1500 SW 10th Ave,Topeka,SHAWNEE,CVOPC,*Unspecified,,66604,20177003603.0
8149,1500 SW 10th Ave,Topeka,SHAWNEE,CVOPC,*Unspecified,,66604,20177003603.0
8150,1815 SW Westwood Circle,TOPEKA,SHAWNEE,KARAWAY LLC,,,66604,20177003603.0
8151,"601 SW Corporate View Rd, Suite 200",TOPEKA,SHAWNEE,CORP VIEW LAB EMP IH,*Unspecified,,66615-1245,
8152,2660 SW 3rd St.,TOPEKA,SHAWNEE,KANZA PHYSIATRY,Physical Medicine and Rehabilitation,,66606,20177000500.0
8153,4625 Nadine Lane,FRANKLIN,WILLIAMSON,HUDSON STAFFING,,,37064,47187050903.0
8154,,,*Unspecified,C-RADHI,*Unspecified,,,
8155,1500 SW 10th Ave,Topeka,SHAWNEE,6 SOUTH MED SURG,*Unspecified,,66604,20177003603.0
8156,1500 SW 10th Ave,Topeka,SHAWNEE,6 SOUTH MED SURG,*Unspecified,,66604,20177003603.0
8157,1500 SW 10th Ave,Topeka,SHAWNEE,6 SOUTH MED SURG,*Unspecified,,66604,20177003603.0
8158,1500 SW 10th Ave,Topeka,SHAWNEE,6 SOUTH MED SURG,*Unspecified,,66604,20177003603.0
8159,1500 SW 10th Ave,Topeka,SHAWNEE,6 SOUTH MED SURG,*Unspecified,,66604,20177003603.0
8160,1500 SW 10th Ave,Topeka,SHAWNEE,6 SOUTH MED SURG,*Unspecified,,66604,20177003603.0
8161,1500 SW 10th Ave,Topeka,SHAWNEE,6 SOUTH MED SURG,*Unspecified,,66604,20177003603.0
8162,1500 SW 10th Ave,Topeka,SHAWNEE,6 SOUTH MED SURG,*Unspecified,,66604,20177003603.0
8163,1500 SW 10th Ave,Topeka,SHAWNEE,6 SOUTH MED SURG,*Unspecified,,66604,20177003603.0
8164,1500 SW 10th Ave,Topeka,SHAWNEE,6 SOUTH MED SURG,*Unspecified,,66604,20177003603.0
8165,1500 SW 10th Ave,Topeka,SHAWNEE,6 SOUTH MED SURG,*Unspecified,,66604,20177003603.0
8166,1500 SW 10th Ave,Topeka,SHAWNEE,6 SOUTH MED SURG,*Unspecified,,66604,20177003603.0
8167,1500 SW 10th Ave,Topeka,SHAWNEE,6 SOUTH MED SURG,*Unspecified,,66604,20177003603.0
8168,1500 SW 10th Ave,Topeka,SHAWNEE,6 SOUTH MED SURG,*Unspecified,,66604,20177003603.0
8169,1500 SW 10th Ave,Topeka,SHAWNEE,6 SOUTH MED SURG,*Unspecified,,66604,20177003603.0
8170,1500 SW 10th Ave,Topeka,SHAWNEE,POST SURG OBSERVATION,*Unspecified,,66604,20177003603.0
8171,1500 SW 10th Ave,Topeka,SHAWNEE,POST SURG OBSERVATION,*Unspecified,,66604,20177003603.0
8172,1500 SW 10th Ave,Topeka,SHAWNEE,POST SURG OBSERVATION,*Unspecified,,66604,20177003603.0
8173,1500 SW 10th Ave,Topeka,SHAWNEE,POST SURG OBSERVATION,*Unspecified,,66604,20177003603.0
8174,1500 SW 10th Ave,Topeka,SHAWNEE,POST SURG OBSERVATION,*Unspecified,,66604,20177003603.0
8175,1500 SW 10th Ave,Topeka,SHAWNEE,POST SURG OBSERVATION,*Unspecified,,66604,20177003603.0
8176,1500 SW 10th Ave,Topeka,SHAWNEE,POST SURG OBSERVATION,*Unspecified,,66604,20177003603.0
8177,1500 SW 10th Ave,Topeka,SHAWNEE,POST SURG OBSERVATION,*Unspecified,,66604,20177003603.0
8178,1500 SW 10th Ave,Topeka,SHAWNEE,POST SURG OBSERVATION,*Unspecified,,66604,20177003603.0
8179,1500 SW 10th Ave,Topeka,SHAWNEE,POST SURG OBSERVATION,*Unspecified,,66604,20177003603.0
8180,1500 SW 10th Ave,Topeka,SHAWNEE,POST SURG OBSERVATION,*Unspecified,,66604,20177003603.0
8181,1500 SW 10th Ave,Topeka,SHAWNEE,POST SURG OBSERVATION,*Unspecified,,66604,20177003603.0
8182,1500 SW 10th Ave,Topeka,SHAWNEE,6 SOUTH MED SURG,*Unspecified,,66604,20177003603.0
8183,,,*Unspecified,*Unspecified,*Unspecified,*Unspecified,,
8184,1500 SW 10th Ave,Topeka,SHAWNEE,6 SOUTH MED SURG,*Unspecified,,66604,20177003603.0
8185,1500 SW 10th Ave,Topeka,SHAWNEE,6 SOUTH MED SURG,*Unspecified,,66604,20177003603.0
8186,1500 SW 10th Ave,Topeka,SHAWNEE,6 SOUTH MED SURG,*Unspecified,,66604,20177003603.0
8187,1500 SW 10th Ave,Topeka,SHAWNEE,6 SOUTH MED SURG,*Unspecified,,66604,20177003603.0
8188,1500 SW 10th Ave,Topeka,SHAWNEE,6 SOUTH MED SURG,*Unspecified,,66604,20177003603.0
8189,1500 SW 10th Ave,Topeka,SHAWNEE,6 SOUTH MED SURG,*Unspecified,,66604,20177003603.0
8190,1500 SW 10th Ave,Topeka,SHAWNEE,6 SOUTH MED SURG,*Unspecified,,66604,20177003603.0
8191,1500 SW 10th Ave,Topeka,SHAWNEE,6 SOUTH MED SURG,*Unspecified,,66604,20177003603.0
8192,1500 SW 10th Ave,Topeka,SHAWNEE,6 SOUTH MED SURG,*Unspecified,,66604,20177003603.0
8193,1500 SW 10th Ave,Topeka,SHAWNEE,6 SOUTH MED SURG,*Unspecified,,66604,20177003603.0
8194,1500 SW 10th Ave,Topeka,SHAWNEE,6 SOUTH MED SURG,*Unspecified,,66604,20177003603.0
8195,1500 SW 10th Ave,Topeka,SHAWNEE,6 SOUTH MED SURG,*Unspecified,,66604,20177003603.0
8196,1500 SW 10th Ave,Topeka,SHAWNEE,6 SOUTH MED SURG,*Unspecified,,66604,20177003603.0
8197,1500 SW 10th Ave,Topeka,SHAWNEE,6 SOUTH MED SURG,*Unspecified,,66604,20177003603.0
8198,1500 SW 10th Ave,Topeka,SHAWNEE,6 SOUTH MED SURG,*Unspecified,,66604,20177003603.0
8199,1500 SW 10th Ave,Topeka,SHAWNEE,6 SOUTH MED SURG,*Unspecified,,66604,20177003603.0
8200,1500 SW 10th Ave,Topeka,SHAWNEE,6 SOUTH MED SURG,*Unspecified,,66604,20177003603.0
8201,1500 SW 10th Ave,Topeka,SHAWNEE,POST SURG OBSERVATION,*Unspecified,,66604,20177003603.0
8202,1500 SW 10th Ave,Topeka,SHAWNEE,POST SURG OBSERVATION,*Unspecified,,66604,20177003603.0
8203,1500 SW 10th Ave,Topeka,SHAWNEE,POST SURG OBSERVATION,*Unspecified,,66604,20177003603.0
